date,year,mo,da,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,crime_date,crime_count
2016-07-05,2016,07,05,75.5,64.5,1010.9,9.4,6.1,12.0,14.0,87.1,66.0,0.0,999.9,0,2016-07-05,895
2016-07-14,2016,07,14,76.0,64.1,1010.0,10.0,12.3,22.0,32.1,88.0,66.9,0.06,999.9,0,2016-07-14,769
2016-07-18,2016,07,18,78.6,67.1,1018.1,10.0,5.1,12.0,999.9,88.0,61.0,0.25,999.9,0,2016-07-18,799
2016-07-06,2016,07,06,77.4,66.9,1009.6,9.1,8.7,35.0,44.1,88.0,66.0,0.75,999.9,0,2016-07-06,742
2016-07-07,2016,07,07,76.8,68.8,1009.1,9.8,5.4,14.0,18.1,88.0,66.9,0.12,999.9,0,2016-07-07,791
2016-07-15,2016,07,15,70.8,58.2,1013.8,9.3,8.9,15.9,19.0,88.0,64.0,0.0,999.9,0,2016-07-15,846
2016-07-13,2016,07,13,77.8,68.9,1011.0,10.0,7.8,18.1,24.1,88.0,68.0,0.0,999.9,0,2016-07-13,726
2016-07-28,2016,07,28,76.8,67.2,1012.2,9.0,5.0,12.0,999.9,89.1,68.0,0.0,999.9,0,2016-07-28,774
2016-07-27,2016,07,27,79.3,63.2,1015.1,10.0,3.2,9.9,999.9,89.1,68.0,0.0,999.9,0,2016-07-27,795
2016-07-26,2016,07,26,78.9,63.5,1016.3,10.0,3.1,9.9,999.9,89.1,69.1,0.0,999.9,0,2016-07-26,877
2016-07-11,2016,07,11,78.3,65.6,1013.9,10.0,8.4,15.9,22.0,90.0,60.1,0.0,999.9,0,2016-07-11,701
2016-07-12,2016,07,12,81.1,69.3,1010.2,9.9,11.9,17.1,22.9,90.0,69.1,0.0,999.9,0,2016-07-12,780
2016-07-19,2016,07,19,78.6,62.9,1022.0,10.0,4.1,8.9,999.9,91.0,68.0,0.0,999.9,0,2016-07-19,791
2016-07-21,2016,07,21,81.0,72.2,1017.6,9.7,7.2,12.0,19.0,91.0,69.1,0.0,999.9,0,2016-07-21,785
2016-07-20,2016,07,20,78.8,65.7,1021.4,9.9,5.4,8.9,999.9,91.0,68.0,0.0,999.9,0,2016-07-20,824
2016-07-22,2016,07,22,79.2,70.9,1015.2,9.5,8.0,19.0,29.9,91.0,72.0,1.04,999.9,0,2016-07-22,792
2016-07-23,2016,07,23,84.6,74.6,1014.3,10.0,3.7,21.0,35.0,91.0,72.0,0.01,999.9,0,2016-07-23,814
2016-07-24,2016,07,24,78.5,72.6,1012.0,9.1,11.2,20.0,32.1,93.0,70.0,1.12,999.9,0,2016-07-24,791
2016-07-25,2016,07,25,79.0,66.4,1013.8,10.0,7.2,13.0,999.9,93.0,71.1,0.93,999.9,0,2016-07-25,827
2016-08-22,2016,08,22,67.1,52.0,1019.7,10.0,3.8,11.1,999.9,78.1,55.9,0.0,999.9,0,2016-08-22,728
2016-08-21,2016,08,21,66.4,55.3,1010.1,10.0,9.7,15.9,20.0,80.1,57.9,0.47,999.9,0,2016-08-21,787
2016-08-23,2016,08,23,70.5,58.1,1021.3,10.0,9.1,15.9,20.0,81.0,55.9,0.0,999.9,0,2016-08-23,753
2016-08-13,2016,08,13,77.0,71.3,1008.7,8.5,7.3,15.9,21.0,82.9,73.4,0.96,999.9,0,2016-08-13,827
2016-08-27,2016,08,27,73.6,67.2,1017.7,8.9,7.2,13.0,999.9,84.0,66.0,0.77,999.9,0,2016-08-27,819
2016-08-28,2016,08,28,76.9,69.4,1019.9,10.0,5.2,9.9,999.9,84.0,66.9,0.21,999.9,0,2016-08-28,805
2016-08-24,2016,08,24,74.9,66.5,1016.2,9.1,10.7,21.0,28.0,84.0,60.1,0.0,999.9,0,2016-08-24,823
2016-08-20,2016,08,20,74.7,68.4,1006.0,9.7,9.2,18.1,29.9,84.0,66.0,0.07,999.9,0,2016-08-20,847
2016-08-01,2016,08,01,74.7,64.9,1017.6,10.0,5.2,11.1,999.9,84.0,64.9,0.0,999.9,0,2016-08-01,887
2016-08-08,2016,08,08,76.9,61.0,1016.9,10.0,8.7,13.0,19.0,84.0,72.0,0.0,999.9,0,2016-08-08,805
2016-08-31,2016,08,31,72.9,62.5,1017.4,10.0,8.5,17.1,25.1,84.0,68.0,0.05,999.9,0,2016-08-31,781
2016-08-25,2016,08,25,76.4,69.0,1015.0,10.0,5.3,8.9,999.9,84.9,70.0,0.32,999.9,0,2016-08-25,770
2016-08-19,2016,08,19,75.3,66.2,1012.5,9.9,7.9,19.0,32.1,84.9,66.0,0.02,999.9,0,2016-08-19,793
2016-08-26,2016,08,26,72.4,61.3,1019.4,10.0,5.5,8.9,999.9,84.9,66.0,0.09,999.9,0,2016-08-26,804
2016-08-06,2016,08,06,75.7,60.1,1014.0,10.0,6.8,9.9,999.9,86.0,66.0,0.0,999.9,0,2016-08-06,829
2016-08-30,2016,08,30,75.6,70.6,1019.6,7.1,3.4,21.0,999.9,86.0,70.0,0.57,999.9,0,2016-08-30,757
2016-08-29,2016,08,29,75.7,69.3,1022.6,9.6,5.4,13.0,999.9,86.0,70.0,0.0,999.9,0,2016-08-29,885
2016-08-15,2016,08,15,74.5,66.1,1017.6,10.0,6.0,14.0,999.9,87.1,64.9,0.0,999.9,0,2016-08-15,846
2016-08-02,2016,08,02,77.2,65.7,1017.9,10.0,4.8,13.0,999.9,87.1,64.9,0.0,999.9,0,2016-08-02,793
2016-08-14,2016,08,14,76.7,63.7,1014.7,10.0,4.8,12.0,999.9,87.1,64.9,0.0,999.9,0,2016-08-14,844
2016-08-07,2016,08,07,74.7,59.0,1016.1,10.0,4.4,8.9,999.9,87.8,62.1,0.0,999.9,0,2016-08-07,838
2016-08-18,2016,08,18,76.9,69.0,1016.3,9.6,4.4,9.9,999.9,88.0,70.0,0.78,999.9,0,2016-08-18,768
2016-08-16,2016,08,16,76.5,67.1,1015.9,9.9,7.0,11.1,999.9,88.0,66.9,0.02,999.9,0,2016-08-16,817
2016-08-09,2016,08,09,77.7,60.8,1015.4,10.0,5.7,9.9,999.9,88.0,66.9,0.0,999.9,0,2016-08-09,725
2016-08-17,2016,08,17,77.0,65.6,1017.6,10.0,6.0,13.0,17.1,88.0,70.0,0.05,999.9,0,2016-08-17,862
2016-08-10,2016,08,10,80.4,65.5,1016.9,10.0,3.6,9.9,999.9,89.1,66.9,0.0,999.9,0,2016-08-10,722
2016-08-03,2016,08,03,79.6,66.1,1017.0,10.0,3.1,11.1,999.9,90.0,66.9,0.0,999.9,0,2016-08-03,772
2016-08-05,2016,08,05,78.2,67.7,1011.0,10.0,6.7,14.0,20.0,91.0,70.0,0.02,999.9,0,2016-08-05,863
2016-08-04,2016,08,04,80.7,65.4,1014.5,9.8,4.6,11.1,999.9,91.0,69.1,0.0,999.9,0,2016-08-04,795
2016-08-12,2016,08,12,79.9,72.8,1010.0,9.1,5.3,15.0,21.0,91.9,73.0,0.0,999.9,0,2016-08-12,746
2016-08-11,2016,08,11,81.7,68.7,1014.5,9.9,7.9,18.1,28.0,91.9,69.1,0.0,999.9,0,2016-08-11,853
2016-09-29,2016,09,29,60.7,55.9,1020.0,9.2,13.9,19.0,27.0,64.9,50.0,0.31,999.9,0,2016-09-29,702
2016-09-30,2016,09,30,61.8,58.4,1020.7,8.5,11.0,14.0,21.0,64.9,59.0,0.28,999.9,0,2016-09-30,773
2016-09-28,2016,09,28,56.0,45.4,1010.8,9.7,9.5,17.1,22.9,70.0,50.0,0.0,999.9,0,2016-09-28,637
2016-09-27,2016,09,27,60.1,35.5,1010.2,10.0,12.2,22.0,31.1,70.0,51.1,0.0,999.9,0,2016-09-27,737
2016-09-02,2016,09,02,67.6,55.3,1023.7,10.0,7.9,14.0,17.1,73.9,62.1,0.0,999.9,0,2016-09-02,799
2016-09-24,2016,09,24,68.5,62.5,1020.7,10.0,8.3,11.1,21.0,73.9,66.0,0.0,999.9,0,2016-09-24,833
2016-09-03,2016,09,03,67.9,56.0,1022.7,10.0,5.2,9.9,999.9,75.9,55.9,0.0,999.9,0,2016-09-03,832
2016-09-11,2016,09,11,64.7,51.4,1020.3,10.0,5.2,9.9,19.0,75.9,51.1,0.01,999.9,0,2016-09-11,759
2016-09-01,2016,09,01,67.2,56.5,1020.4,10.0,9.9,18.1,26.0,75.9,62.1,0.0,999.9,0,2016-09-01,1044
2016-09-15,2016,09,15,68.2,57.5,1022.9,10.0,6.4,13.0,21.0,78.1,60.1,0.0,999.9,0,2016-09-15,823
2016-09-12,2016,09,12,66.5,51.9,1019.1,10.0,7.5,14.0,22.0,79.0,51.1,0.0,999.9,0,2016-09-12,793
2016-09-04,2016,09,04,69.0,57.6,1021.3,10.0,6.0,12.0,999.9,80.1,55.9,0.0,999.9,0,2016-09-04,779
2016-09-10,2016,09,10,68.8,59.9,1011.3,9.7,8.3,17.1,25.1,81.0,63.0,0.0,999.9,0,2016-09-10,768
2016-09-23,2016,09,23,71.7,65.4,1017.5,9.1,7.3,14.0,999.9,81.0,64.9,0.0,999.9,0,2016-09-23,846
2016-09-22,2016,09,22,71.4,63.4,1017.8,9.7,4.1,8.0,999.9,81.0,64.0,0.55,999.9,0,2016-09-22,832
2016-09-18,2016,09,18,69.1,54.7,1014.2,10.0,3.5,8.9,999.9,82.0,57.0,0.04,999.9,0,2016-09-18,781
2016-09-09,2016,09,09,73.8,66.4,1012.9,10.0,4.6,12.0,999.9,82.0,63.0,0.05,999.9,0,2016-09-09,818
2016-09-16,2016,09,16,72.0,60.8,1016.2,10.0,10.2,17.1,29.9,82.9,60.1,0.0,999.9,0,2016-09-16,807
2016-09-17,2016,09,17,73.9,62.3,1012.2,9.2,8.7,15.9,22.9,82.9,64.9,0.05,999.9,0,2016-09-17,835
2016-09-21,2016,09,21,70.2,60.9,1019.8,9.5,6.3,21.0,27.0,82.9,66.0,0.0,999.9,0,2016-09-21,732
2016-09-25,2016,09,25,71.7,62.7,1017.5,10.0,7.9,13.0,18.1,84.9,63.0,0.0,999.9,0,2016-09-25,809
2016-09-14,2016,09,14,69.4,59.2,1021.9,9.7,7.9,11.1,999.9,84.9,64.0,0.09,999.9,0,2016-09-14,820
2016-09-13,2016,09,13,72.2,58.3,1016.7,10.0,7.0,11.1,15.9,84.9,54.0,0.0,999.9,0,2016-09-13,786
2016-09-26,2016,09,26,65.9,48.1,1013.9,10.0,13.0,20.0,31.1,84.9,57.9,0.01,999.9,0,2016-09-26,764
2016-09-05,2016,09,05,73.2,62.4,1018.8,10.0,8.2,14.0,22.0,87.1,59.0,0.0,999.9,0,2016-09-05,822
2016-09-19,2016,09,19,71.4,53.2,1015.4,10.0,6.4,13.0,18.1,88.0,55.9,0.0,999.9,0,2016-09-19,713
2016-09-20,2016,09,20,74.8,54.9,1019.2,10.0,7.5,13.0,21.0,88.0,55.9,0.0,999.9,0,2016-09-20,792
2016-09-08,2016,09,08,76.3,70.0,1011.2,9.7,8.5,15.0,25.1,89.1,71.1,0.44,999.9,0,2016-09-08,795
2016-09-06,2016,09,06,82.2,71.6,1016.6,10.0,8.5,15.9,22.0,91.0,62.1,0.0,999.9,0,2016-09-06,761
2016-09-07,2016,09,07,82.5,72.4,1014.7,9.7,8.0,17.1,28.0,91.0,75.0,0.0,999.9,0,2016-09-07,723
2016-10-27,2016,10,27,47.6,42.6,1021.0,7.3,7.6,13.0,999.9,51.1,44.1,1.3,999.9,0,2016-10-27,731
2016-10-26,2016,10,26,47.8,42.1,1024.1,7.9,11.5,22.0,28.9,54.0,36.0,0.3,999.9,0,2016-10-26,699
2016-10-21,2016,10,21,47.7,33.9,1021.6,10.0,12.0,15.0,22.9,55.9,43.0,0.0,999.9,0,2016-10-21,762
2016-10-31,2016,10,31,47.9,41.4,1020.3,10.0,6.6,13.0,999.9,57.9,37.9,0.0,999.9,0,2016-10-31,867
2016-10-25,2016,10,25,46.0,36.8,1029.9,10.0,3.6,8.9,999.9,59.0,36.0,0.0,999.9,0,2016-10-25,736
2016-10-22,2016,10,22,46.6,32.2,1019.3,10.0,6.5,11.1,15.0,60.1,37.0,0.0,999.9,0,2016-10-22,774
2016-10-28,2016,10,28,48.9,43.4,1022.2,9.5,6.6,14.0,999.9,62.1,37.9,0.0,999.9,0,2016-10-28,802
2016-10-01,2016,10,01,61.0,57.7,1016.7,8.0,6.8,11.1,999.9,64.0,57.0,0.02,999.9,0,2016-10-01,866
2016-10-02,2016,10,02,59.7,57.0,1016.9,7.9,6.3,8.9,999.9,64.9,55.9,0.94,999.9,1,2016-10-02,708
2016-10-09,2016,10,09,55.9,45.7,1026.0,9.7,6.6,12.0,999.9,64.9,39.9,0.0,999.9,0,2016-10-09,684
2016-10-14,2016,10,14,50.2,39.9,1024.7,9.6,5.0,12.0,999.9,66.0,37.9,0.0,999.9,0,2016-10-14,823
2016-10-03,2016,10,03,61.9,56.4,1018.9,9.7,3.2,7.0,999.9,66.9,55.9,0.03,999.9,0,2016-10-03,773
2016-10-12,2016,10,12,62.3,53.6,1015.5,8.7,10.3,18.1,24.1,68.0,51.1,0.0,999.9,0,2016-10-12,746
2016-10-13,2016,10,13,47.9,36.9,1024.6,9.8,6.9,15.0,19.0,69.1,37.9,0.14,999.9,0,2016-10-13,696
2016-10-15,2016,10,15,58.0,52.6,1016.9,8.5,10.0,15.9,22.0,69.1,37.9,0.0,999.9,0,2016-10-15,823
2016-10-08,2016,10,08,52.4,38.0,1024.0,10.0,6.3,9.9,999.9,70.0,39.9,0.0,999.9,0,2016-10-08,715
2016-10-29,2016,10,29,65.8,58.1,1012.5,9.9,11.2,18.1,27.0,70.0,59.0,0.0,999.9,0,2016-10-29,831
2016-10-10,2016,10,10,56.0,45.4,1026.9,10.0,4.5,8.0,999.9,71.1,45.0,0.0,999.9,0,2016-10-10,726
2016-10-20,2016,10,20,54.8,47.2,1019.9,10.0,9.3,18.1,22.0,71.1,48.9,0.02,999.9,0,2016-10-20,717
2016-10-30,2016,10,30,54.5,49.3,1018.7,9.3,9.6,14.0,18.1,71.1,50.0,0.5,999.9,0,2016-10-30,786
2016-10-16,2016,10,16,68.5,62.7,1012.0,9.2,8.6,15.9,22.0,72.0,53.1,0.24,999.9,0,2016-10-16,793
2016-10-23,2016,10,23,55.0,43.7,1013.9,9.8,7.3,20.0,28.0,73.0,37.0,0.0,999.9,0,2016-10-23,785
2016-10-11,2016,10,11,63.0,49.9,1021.9,10.0,8.6,15.0,999.9,73.0,45.0,0.0,999.9,0,2016-10-11,697
2016-10-24,2016,10,24,53.7,40.3,1024.7,10.0,9.2,17.1,20.0,73.0,41.0,0.0,999.9,0,2016-10-24,771
2016-10-07,2016,10,07,65.2,57.4,1016.9,9.8,9.1,17.1,22.9,73.9,55.9,0.18,999.9,0,2016-10-07,863
2016-10-04,2016,10,04,65.2,56.4,1017.5,10.0,7.1,13.0,999.9,75.0,57.0,0.0,999.9,0,2016-10-04,743
2016-10-19,2016,10,19,60.4,46.0,1016.6,10.0,3.3,8.9,999.9,75.9,48.9,0.0,999.9,0,2016-10-19,712
2016-10-05,2016,10,05,68.7,57.7,1013.7,10.0,9.6,15.0,22.0,80.1,60.1,0.0,999.9,0,2016-10-05,805
2016-10-06,2016,10,06,65.8,59.7,1017.6,8.9,4.4,11.1,999.9,80.1,57.9,0.07,999.9,0,2016-10-06,755
2016-10-17,2016,10,17,71.8,64.5,1004.9,9.9,12.5,22.0,32.1,82.0,64.9,0.05,999.9,0,2016-10-17,817
2016-10-18,2016,10,18,73.9,58.8,1002.0,10.0,14.1,24.1,34.0,82.0,63.0,0.0,999.9,0,2016-10-18,775
2016-11-20,2016,11,20,29.2,15.9,1026.9,10.0,9.5,14.0,18.1,39.0,23.0,0.01,999.9,0,2016-11-20,663
2016-11-21,2016,11,21,30.1,17.2,1026.6,10.0,4.7,8.0,999.9,41.0,21.9,0.0,999.9,0,2016-11-21,683
2016-11-22,2016,11,22,32.8,25.5,1026.3,10.0,5.4,13.0,999.9,41.0,21.9,0.0,999.9,0,2016-11-22,723
2016-11-23,2016,11,23,39.8,35.6,1018.6,5.2,9.2,14.0,999.9,43.0,24.3,0.17,999.9,0,2016-11-23,699
2016-11-25,2016,11,25,37.3,32.6,1025.4,8.7,7.0,13.0,18.1,43.0,35.1,0.0,999.9,0,2016-11-25,689
2016-11-24,2016,11,24,40.3,36.5,1018.9,8.7,7.8,11.1,999.9,44.6,37.0,0.06,999.9,0,2016-11-24,534
2016-11-26,2016,11,26,37.8,32.2,1026.3,10.0,6.6,11.1,15.9,46.9,30.9,0.0,999.9,0,2016-11-26,719
2016-11-27,2016,11,27,37.8,35.0,1018.4,5.8,7.2,11.1,999.9,46.9,31.1,0.0,999.9,0,2016-11-27,693
2016-11-19,2016,11,19,37.9,24.8,1016.2,10.0,18.5,24.1,35.0,48.0,34.0,0.21,999.9,0,2016-11-19,678
2016-11-28,2016,11,28,44.1,40.5,1002.0,7.8,15.2,20.0,28.9,50.0,32.0,0.28,999.9,0,2016-11-28,693
2016-11-12,2016,11,12,41.8,31.4,1030.3,10.0,6.7,12.0,15.9,52.0,30.9,0.0,999.9,0,2016-11-12,780
2016-11-13,2016,11,13,44.6,30.4,1022.5,10.0,7.8,13.0,21.0,55.9,31.1,0.0,999.9,0,2016-11-13,660
2016-11-30,2016,11,30,40.8,34.8,1002.1,9.9,8.3,15.0,19.0,57.0,34.0,0.0,999.9,0,2016-11-30,697
2016-11-11,2016,11,11,49.4,36.1,1022.0,10.0,12.1,20.0,28.9,57.0,43.0,0.0,999.9,0,2016-11-11,798
2016-11-29,2016,11,29,49.7,42.7,995.8,9.3,12.6,20.0,25.1,57.0,41.0,0.76,999.9,0,2016-11-29,698
2016-11-14,2016,11,14,48.4,35.5,1014.0,10.0,6.9,11.1,15.9,60.1,35.1,0.0,999.9,0,2016-11-14,671
2016-11-15,2016,11,15,46.0,42.3,1011.7,6.3,3.0,8.0,999.9,60.1,37.9,0.0,999.9,1,2016-11-15,712
2016-11-16,2016,11,16,48.1,41.7,1012.8,8.3,3.3,7.0,999.9,60.1,37.9,0.0,999.9,0,2016-11-16,772
2016-11-09,2016,11,09,49.5,35.4,1026.0,10.0,8.1,15.0,999.9,63.0,41.0,0.0,999.9,0,2016-11-09,680
2016-11-10,2016,11,10,49.4,33.8,1020.2,10.0,10.1,20.0,28.9,63.0,41.0,0.0,999.9,0,2016-11-10,726
2016-11-08,2016,11,08,55.7,45.4,1022.2,9.8,7.4,13.0,999.9,66.0,43.0,0.03,999.9,0,2016-11-08,644
2016-11-03,2016,11,03,56.0,50.5,1021.5,6.6,4.8,13.0,999.9,66.9,48.0,0.18,999.9,0,2016-11-03,784
2016-11-04,2016,11,04,52.8,44.1,1029.1,10.0,4.4,8.9,999.9,66.9,39.9,0.0,999.9,0,2016-11-04,783
2016-11-05,2016,11,05,54.7,44.3,1027.1,10.0,5.9,12.0,999.9,68.0,43.0,0.0,999.9,0,2016-11-05,821
2016-11-06,2016,11,06,56.1,46.5,1026.8,9.7,3.4,7.0,999.9,69.1,42.1,0.0,999.9,0,2016-11-06,754
2016-11-07,2016,11,07,53.8,42.7,1026.1,9.9,3.8,8.9,999.9,69.1,42.1,0.0,999.9,0,2016-11-07,738
2016-11-18,2016,11,18,62.0,49.2,1008.3,9.5,14.8,24.1,35.0,72.0,44.1,0.0,999.9,0,2016-11-18,794
2016-11-17,2016,11,17,54.6,45.8,1010.3,7.9,10.3,18.1,24.1,72.0,39.0,0.0,999.9,0,2016-11-17,811
2016-11-02,2016,11,02,62.3,57.5,1017.2,7.5,4.6,14.0,18.1,75.0,57.0,0.0,999.9,0,2016-11-02,749
2016-11-01,2016,11,01,65.3,55.7,1011.4,10.0,10.8,15.0,22.0,75.0,41.0,0.0,999.9,0,2016-11-01,914
2016-12-19,2016,12,19,-0.6,-10.3,1040.2,10.0,8.8,14.0,20.0,18.0,-13.0,0.03,5.9,0,2016-12-19,660
2016-12-15,2016,12,15,3.9,-6.7,1028.6,9.9,13.0,20.0,29.9,19.0,-2.0,0.0,3.9,0,2016-12-15,580
2016-12-16,2016,12,16,11.7,2.5,1025.0,9.4,7.7,15.0,999.9,19.0,0.0,0.0,3.9,1,2016-12-16,696
2016-12-17,2016,12,17,20.4,16.3,1007.6,5.5,6.6,14.0,999.9,21.9,7.0,0.13,5.1,0,2016-12-17,615
2016-12-18,2016,12,18,11.3,4.4,1026.7,6.4,13.2,24.1,28.9,21.9,-2.0,0.15,5.9,0,2016-12-18,526
2016-12-14,2016,12,14,9.6,-0.3,1023.3,10.0,11.6,20.0,29.9,21.9,1.9,0.0,3.9,0,2016-12-14,611
2016-12-09,2016,12,09,22.9,15.3,1032.4,9.5,9.8,14.0,17.1,25.0,19.0,0.01,999.9,0,2016-12-09,668
2016-12-10,2016,12,10,20.1,12.5,1033.4,9.5,7.4,9.9,999.9,25.0,18.0,0.0,999.9,0,2016-12-10,612
2016-12-08,2016,12,08,21.3,12.7,1024.1,10.0,15.9,20.0,29.9,27.0,17.1,0.0,999.9,0,2016-12-08,606
2016-12-20,2016,12,20,19.6,7.6,1027.0,10.0,14.5,22.9,29.9,28.0,12.9,0.0,5.9,0,2016-12-20,694
2016-12-13,2016,12,13,15.0,7.0,1021.5,8.3,7.6,12.0,999.9,32.0,7.0,0.0,5.1,0,2016-12-13,576
2016-12-11,2016,12,11,26.0,23.1,1020.7,2.6,8.4,13.0,999.9,32.0,18.0,0.18,5.1,1,2016-12-11,513
2016-12-12,2016,12,12,25.2,21.0,1015.0,5.6,10.2,15.0,22.9,33.8,14.0,0.38,5.1,1,2016-12-12,629
2016-12-05,2016,12,05,31.9,30.2,1016.0,5.1,7.6,17.1,19.0,33.8,26.6,0.5,3.1,0,2016-12-05,677
2016-12-21,2016,12,21,26.0,18.7,1019.9,10.0,7.9,17.1,999.9,34.0,14.0,0.0,5.1,0,2016-12-21,729
2016-12-04,2016,12,04,31.5,26.8,1021.7,6.5,2.9,7.0,999.9,34.0,28.9,0.0,5.9,1,2016-12-04,595
2016-12-30,2016,12,30,29.3,17.1,1016.3,9.9,12.0,18.1,26.0,35.1,24.1,0.0,999.9,0,2016-12-30,742
2016-12-23,2016,12,23,30.6,25.2,1025.3,9.1,6.1,11.1,999.9,37.0,24.1,0.0,3.1,0,2016-12-23,728
2016-12-22,2016,12,22,34.1,25.7,1021.6,10.0,9.2,13.0,999.9,37.0,19.0,0.0,3.9,0,2016-12-22,704
2016-12-27,2016,12,27,28.0,18.5,1019.0,10.0,13.9,25.1,33.0,37.9,25.0,0.23,999.9,0,2016-12-27,663
2016-12-25,2016,12,25,33.3,30.4,1028.5,4.6,10.2,18.1,24.1,37.9,32.0,0.0,1.2,0,2016-12-25,489
2016-12-24,2016,12,24,34.9,31.3,1020.7,6.1,5.1,11.1,999.9,37.9,27.1,0.1,2.0,0,2016-12-24,604
2016-12-31,2016,12,31,35.5,21.4,1004.8,10.0,13.8,21.0,33.0,39.9,24.1,0.0,999.9,0,2016-12-31,704
2016-12-03,2016,12,03,33.3,23.2,1027.3,10.0,6.1,11.1,999.9,39.9,30.0,0.0,999.9,0,2016-12-03,761
2016-12-02,2016,12,02,37.4,30.0,1019.1,10.0,8.8,12.0,18.1,41.0,35.1,0.0,999.9,0,2016-12-02,835
2016-12-06,2016,12,06,32.9,30.3,1011.9,4.4,6.5,18.1,22.9,41.0,25.0,0.0,2.0,1,2016-12-06,688
2016-12-07,2016,12,07,26.2,18.3,1017.3,10.0,13.2,18.1,22.9,41.0,24.1,0.0,2.0,0,2016-12-07,660
2016-12-29,2016,12,29,33.6,25.3,1009.9,9.8,14.1,21.0,28.9,45.0,19.2,0.0,999.9,0,2016-12-29,647
2016-12-28,2016,12,28,29.6,22.0,1017.4,10.0,8.5,25.1,33.0,45.0,19.0,0.0,999.9,0,2016-12-28,722
2016-12-01,2016,12,01,37.5,31.8,1007.6,10.0,12.5,15.9,24.1,45.0,34.0,0.0,999.9,0,2016-12-01,827
2016-12-26,2016,12,26,45.1,39.2,1013.4,5.8,14.5,22.0,36.9,54.0,32.0,0.32,1.2,1,2016-12-26,647
